title,image_url,permalink,background,ingredients,instructions,tips,remarks
レモン麹シロップ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/07/9d70273585fc6d2e24945cb3c7da9235.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/07/9d70273585fc6d2e24945cb3c7da9235-1.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/07/0A6791E6-B549-4CBD-B10D-FA934A3A75C8.jpeg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/08/9d70273585fc6d2e24945cb3c7da9235-e1627898376485.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/07/9d70273585fc6d2e24945cb3c7da9235-2-scaled-e1629098076690.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/07/20a2b9c16b39e74e5704cc95c40df28f-scaled-e1629098333774.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/07/9d70273585fc6d2e24945cb3c7da9235-3.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/07/eaa7e749b9dd8a3578885beea53bdf35-e1629167827538.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/07/59d5ff18c9b7ff7483ac224bb7cbf693-e1629168020804.jpg,https://www.osakafoodstyle.com/recipe/lemonkojisyrup/,レモン、米麹、砂糖の3つの材料だけで作れる保存食です。米麹を加えることで和食と相性の良い旨味が生まれ、ドリンクとしてだけでなく、砂糖やみりんの代わりの調味料としても活用できます。レモンに含まれるクエン酸により、疲労感の軽減やリフレッシュ効果も期待できます。,レモン 1個(100g) / 砂糖 100g / 米麹 10g,"【レモンの下ごしらえ】レモンは外側を洗い、縦半分に切る。種をとって、横からスライスにする。
【仕込み】熱湯消毒した瓶に砂糖、レモン、砂糖、レモン....と交互に重ね入れる。最後に米麹を入れる。
【保存】直射日光の当たらない室内の暗い場所に2週間置く。1週間は1日1回蓋を開け、スプーンなどでそこからすくいあげて、均一に混ぜる。",海外産のレモンを使用する場合は、塩をすり込んで洗い流したあと天然成分の洗剤で洗うなど、外皮をしっかり洗浄してください。砂糖は溶けやすいグラニュー糖や上白糖が適しています（ハチミツは酵素で発酵するため不向きです）。黒砂糖を使いたい場合は、グラニュー糖と1:1の割合で混ぜて使用してください。2週間後から飲めますが、3週間経つとよりまろやかになります。,【保存期間】常温保存で1ヶ月以内、冷蔵保存で半年以内に使い切ってください。出来上がったシロップは、炭酸割りのほか、麺つゆ、ごま和え、お浸しなどの味付けに「砂糖＋酸味」の代わりとして幅広く使えます。
ミョウガとタマネギの豚巻き,https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/08/49e781a8008dde3d2cbe3f83922533e4.jpeg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/08/f60f692088b12306d54a240620879f1f.jpg,https://www.osakafoodstyle.com/recipe/%e3%83%9f%e3%83%a7%e3%82%a6%e3%82%ac%e3%81%a8%e3%82%bf%e3%83%9e%e3%83%8d%e3%82%ae%e3%81%ae%e8%b1%9a%e5%b7%bb%e3%81%8d/,2021年8月18日の読売新聞朝刊（全国版）に掲載されたレシピです。ミョウガを大きめに切ることで、しっかりとした食感とミョウガ特有の風味を存分に楽しめます。ミョウガには発汗作用、消化促進、生理不順・生理痛の改善、解毒作用、むくみ解消など、夏に嬉しい効用が豊富に含まれています。単なる薬味としてだけでなく、積極的に摂りたい野菜として活用できる一品です。,ミョウガ 1パック(3個) / タマネギ 1/2個(150g) / 豚薄切り肉 150g(6枚) / 薄口しょうゆ 小さじ1 / 片栗粉(または米粉) 大さじ1 / a(みそ・酢 各大さじ1),"【野菜の下ごしらえ】ミョウガ1本は小口切りにする。ミョウガ2本は6等分のくし切り、タマネギは3mm幅のスライスにし、6等分に分ける。
【豚巻きを作る】豚肉は6等分に分け、全体に薄口しょうゆを回しかける。タマネギとミョウガを置いて、端からクルクル巻き、全体に片栗粉をまぶす。豚巻きが6個出来上がる。
【豚巻きを焼く】豚巻きを3個ずつアルミ箔で包む。魚焼きグリルに入れて、10分焼く。アルミ箔をあけて広げ、豚肉の表面にaをぬり、小口切りのミョウガを散らして2分焼く。
【盛り付け】アルミ箔ごと器に取り出し、青ネギなどの青みのある野菜をちらす。",ミョウガと玉ねぎを豚肉で包むことで、野菜にしっかり豚肉の旨味が移ります。1個ずつにボリュームがあるため、少ない肉の量でも満足度が高いのが特徴です。仕上げに青ネギとミョウガを散らすことで、中身にミョウガが入っていることを引き立てます。,ミョウガは6〜10月が旬の野菜です。夏に嬉しい効用が多く、1日に3個程度を目安に、保存食にして少しずつ取り入れたり、たまにたっぷり食べたりするのがおすすめです。
水なすの甘酒ピクルス,https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/08/9cc06e6438f2b3c0e7faac2dc05ed880.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/08/9eed4b5927bbc8f7a057cfc8f6d0589f.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/08/ea23e17c6d73f94999195971e17137f4.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/08/f888a309c529bdd2afe4c7ac836ed513.jpg,https://www.osakafoodstyle.com/recipe/pickledmizunasuinamazake/,大阪特産の「水なす」は、水分が90%以上でアクが少なく、生食できるほど皮が薄いのが特徴です。非常に鮮度が落ちやすいため、収穫後すぐに美味しさを閉じ込める浅漬けやピクルスなどの保存食にするのが適しています。今回は乳酸菌を含む甘酒を活用した、料理教室でも人気のレシピです。,水ナス 1個 / 米麹甘酒 100cc / 酢 大さじ2 / 塩 小さじ1/2,"=水なすの下処理=
水ナスはヘタを切り落とし、8等分のくし切りにする。
=漬ける=
保存容器に切った水ナスとピクルス液の材料を入れ、軽く混ぜ合わせ、蓋をする。冷蔵庫で一晩置いて、出来上がり。3日以内に食べきる。",今回はぬか床と同じく乳酸菌が入った甘酒を使って、手軽にできるピクルスにしました。甘酒は必ず「米麹甘酒」と書いているものを使ってください（酒粕甘酒ではありません）。保存容器の代わりに、ジッパー付きのポリ袋でも作ることができます。,水なすは鮮度が命です。手にした瞬間に調理することをおすすめします。保存期間は3日以内を目安にしてください。
生きくなとジューシーハンバーグのサラダ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/10/e66bacd36b4d61d8ba3cb7cb8083fcb9.jpg,https://www.osakafoodstyle.com/recipe/%e7%94%9f%e3%81%8d%e3%81%8f%e3%81%aa%e3%81%a8%e3%82%b8%e3%83%a5%e3%83%bc%e3%82%b7%e3%83%bc%e3%83%8f%e3%83%b3%e3%83%90%e3%83%bc%e3%82%b0%e3%81%ae%e3%82%b5%e3%83%a9%e3%83%80/,ハンバーグのようなこってりとしたお料理は、生のきくなと合わせることでさっぱり美味しく食べられます。,きくな 1/2袋(100g) / トマト 1個 / 合い挽き肉 200g / パン粉 25g(1/2カップ強) / 塩麹 大さじ1 / ケチャップ（a） 大さじ1 / 中濃ソース（a） 大さじ1 / 薄口しょうゆ（a） 大さじ1/2,"きくなは根元に十字の切り込みを入れ、流水でしっかり洗う。4cm幅に切り、キッチンペーパーでくるんで冷蔵庫で冷やす。トマトはザク切りにする。ポリ袋に合い挽き肉、パン粉、塩麹を入れてよく揉む。4等分の小判型のまとめ、テフロン加工のフライパンで両面3分焼いて取り出す。
キッチンペーパーでプライパンの油を拭き取る。トマト、aを加え、中火で3分間混ぜながら煮込む。
お皿にきくなと2.を交互に盛り、4.のソースを上からかける。",きくなをカットした後に冷蔵庫で冷やすことで、シャキッとした食感が増し、よりさっぱりといただけます。ソースを作る前にフライパンの余分な油を拭き取ることで、味のキレが良くなります。,塩麹を使うことでお肉がジューシーに仕上がります。
切り干し大根の煮物,https://www.osakafoodstyle.com/wp/wp-content/uploads/2021/12/0db0c119b229f948d1cd647e5fe36ad7.jpg,https://www.osakafoodstyle.com/recipe/simmereddrieddaikon/,日本のおかずのど定番。噛むほどに、じんわり口いっぱいに旨味が広がって、ほっこりする、家庭料理の代表格です。,切り干し大根 25g / ニンジン 1/2本(75g) / 油揚げ 1枚 / 昆布とかつおの出汁 150cc (市販の出汁パックで作ったもので代用可) / a(薄口しょうゆ 大さじ1/2) / a(砂糖 大さじ1/2),"たっぷり水をはったボウル切り干し大根を入れ、10回揉んで洗って、水分を絞る。ザルにあげて、5分置く。※たっぷりの水に浸して、戻さないこと。※洗った時にまとった水分を吸うだけで、十分柔らかくなります。
ニンジンは皮をむいて、分厚めの千切りにする。油揚げは水道のぬるま湯で揉み洗いし、しっかり水気を絞る。縦半分に切り、横に幅5mmmに切る。
鍋に切り干し大根、ニンジン、油揚げ、出汁50ccを入れる。フタをして強火にかけ、沸騰したら、中火に落として5分蒸す。
フタをあけ、残りの出汁100ccとaを入れる。菜箸で時々混ぜながら、水分がなくなるまで(5分ほど)弱めの中火で煮る。",美味しく作る最大のコツは、切り干し大根をたっぷりの水で戻さないことです。たっぷりの水に浸して戻すと、旨味が水にどんどん流れ出てしまいます。洗った時に表面に付着した水分を吸わせるだけで、十分に柔らかく戻ります。,出汁は市販の出汁パックで取ったものでも代用可能です。工程3で少量の出汁で蒸し煮にすることで、素材の味を引き出します。
春巻きの皮で作るアップルパイ（アップルパイの素）,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a-1-e1660039770579.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/ae42ef80ed5e2ce97f3830f6913f9671.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/bcf038f61bc1a18c843ccba14684a105-e1660040930314.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/8732ea0b65505298e9662191b8ece8e3-e1660041367116.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a-2-e1660041375130.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a-3-e1660041561334.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a-4.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a-5.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a-6.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/bcf038f61bc1a18c843ccba14684a105-1.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/8732ea0b65505298e9662191b8ece8e3-1.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a-7.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/df08383aae8067d84f99a72ee103cd1a-8.jpg,https://www.osakafoodstyle.com/recipe/applepie/,パイ生地を一から作るのは手間がかかり、市販の生地は油分が多くリンゴの量が少なく感じることがあります。そこで、スーパーで手軽に買える「春巻きの皮」を代用します。焼くとパリッとした食感になり、手軽に美味しいアップルパイが楽しめます。今回は作り置きができる「アップルパイの素」の作り方を紹介します。,リンゴ 1個(400g) / 砂糖 大さじ3 / 酢 小さじ1 / 春巻きの皮 適量,"りんごは4等分のくし切りにし、半分は皮をむいて種をとる。もう半分は皮を残して種をとる。さらにそれぞれ半分に切り、全体で8等分のくし切りを作る。
リンゴを端から5mm幅のいちょう切りにする。皮付き、皮なしの2種類を分けるため、2つのボウルを用意してたっぷりの水をはり、切ったリンゴを水にひたす。
【鍋を使う場合（皮付きリンゴ）】鍋に水気を切ったリンゴ(1/2個分)、砂糖(大さじ1.5)、酢(小さじ1/2)を入れ、全体を混ぜてフタをして弱火にかけて10分煮る。途中1〜2回フタを開けて全体を混ぜる。
【電子レンジを使う場合（皮なしリンゴ）】耐熱容器に水気を切ったリンゴ(1/2個分)、砂糖(大さじ1.5)、酢(小さじ1/2)を入れ、ふんわりラップをかける。電子レンジ500wで2分30秒加熱する。
加熱後、全体を大きく混ぜ、次はラップをせずに電子レンジで2分30秒加熱する。最後にラップをかけて冷ます。
春巻きの皮に「アップルパイの素」を包む。
包んだら、オーブン250度またはトースターで10分焼く。表面に油などは塗らなくてよい。または、たっぷりの油で揚げても美味しく仕上がる。",春巻きの皮は焼くとパリッとした質感になり、パイ生地の代わりとして非常に優秀です。出来上がったアップルパイの素は、春巻きの皮で包む以外にも、ヨーグルトに入れたりパンの上にのせたりして楽しむことができます。,電子レンジ調理の際は、二度目の加熱時にラップを外すことで水分を飛ばし、濃縮された味わいになります。オーブントースターで焼く場合は、油を塗らなくてもカリカリの食感に仕上がります。
だしとろ無限白菜,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/01/48caccdc593218eb418cff84787161c9.jpg,https://www.osakafoodstyle.com/recipe/%e3%81%a0%e3%81%97%e3%81%a8%e3%82%8d%e7%84%a1%e9%99%90%e7%99%bd%e8%8f%9c/,冬に甘みと旨みが強くなる白菜を主役にした、罪悪感なくたっぷり食べられるお料理です。白菜は1/4株で約130kcalと、ご飯1杯の約半分程度。高カロリーな食事になりがちな冬に、健康的で美味しくリピートしたくなる一品として開発されました。,"白菜 1/4玉 / 生姜のすりおろし 小さじ1〜2 / ツナ缶(食塩＆オイル無添加) 小1缶(70g) / a(水 50cc, 薄口しょうゆ 大さじ1.5, 砂糖 大さじ1) / 水溶き片栗粉 (片栗粉 大さじ1, 水 大さじ2)","白菜は縦半分に切る。上(葉っぱ側)は3cm幅のざく切りにする。下(芯側)は長さ半分に切り、繊維に沿って4等分に切る。(芯は煮込めば食べられるが硬そうなら切り落とす。)
鍋または深さのあるフライパン(直径24〜28cmほどのもの)に白菜の芯部分、ツナ(缶汁ごと)、白菜の葉部分を重ねるように入れる。aを回し入れて蓋をし、中火にかける。
煮立ったら火をやや弱め、10分煮る。蓋をあけ、全体を大きく混ぜて、煮汁を味見する。生姜が物足りなければ足す。火を中火にあげて、水溶き片栗粉を回し入れてとろみをつける。",とろみはつけた方が満足感が高まり、食べ過ぎを防ぐことができます。もちろん、とろみをつけなくても十分美味しくいただけます。,白菜1/4株のカロリーは約130kcal（お茶碗一杯分の白ご飯の50%）です。
麦みそ仕立ての夏の絶品豚汁,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/07/4b5962581a0136750389b48e437af83a-1.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/07/photo-output-1-scaled-e1659156571470.jpg,https://www.osakafoodstyle.com/recipe/summerporkmisosoup/,麦みそは一癖あって肉料理と相性がいいのが特徴です。米みそと麦みその仕込み時期を半年ずらすことで発酵をスムーズに進める工夫を凝らした、昆布だしで作る大阪発の「夏の絶品豚汁」です。,豚切り落とし肉 60〜100g / ニンジン 1/2本(75g) / ピーマン 1個 / 玉ねぎ 1/4個(50g) / 昆布 2g / 熱湯 300cc / 植物油 小さじ1 (ごま油、米油、オリーブ油、お好みのもの) / 麦みそ(米みそ代用可) 大さじ1〜1.5,"【昆布だしをとる】耐熱容器に昆布と熱湯を加え、蓋をして5分以上おく。
【野菜を切る】ニンジンと玉ねぎはスライサーで薄切りにする。ピーマンは4等分に切る。ヘタは手で外す。タネは取り除かなくてもよい。
【豚肉を焼く】鍋に油をひく。豚肉を広げ、中火にかける。その上に野菜をのせて、1分加熱する。豚肉が焼けてきたら、裏返す。
【だしを加えて煮込む】1.の昆布だしを加え、蓋をして5分コトコト煮込む。火加減は弱火〜弱めの中火。トウモロコシがある場合はここで入れる。
野菜が煮えたのを確認したら、みそを溶いてできあがり。みその量は味見をして調整する。",冷たい鍋に油をひいて豚肉を広げてから加熱することで、肉が鍋にくっつくのを防げます。また、むやみに菜箸で混ぜず、炒めるのではなく「焼く」意識で焼き色をつけるのがポイントです。,トウモロコシを加えると、より夏らしい仕上がりになります。麦みそ特有の甘さと癖が肉の柔らかさを引き立て、夏の体に効く味わいになります。
皮ごとサツマイモの鬼まんじゅう,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/IMG_5372-scaled-e1659332584998.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/769d88e425e03120b83ee4ed6b9d588e-e1659332710635.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/a2260c9f882c7bed54df84ece347c6f9-e1659332748840.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/2b7b2fc18ca25b6e302bbcdda6a6646d-e1659332777217.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/44e7ff1f4a444a0fc31b89ab90fc8e94-e1659332808342.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/36f478f0f9f3b6efe47be4b886543712-e1659332835257.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/8852bc1e91f9779f77de1996fd13a52b.jpg,https://www.osakafoodstyle.com/recipe/%e7%9a%ae%e3%81%94%e3%81%a8%e3%82%b5%e3%83%84%e3%83%9e%e3%82%a4%e3%83%a2%e3%81%ae%e9%ac%bc%e3%81%be%e3%82%93%e3%81%98%e3%82%85%e3%81%86/,サツマイモを皮ごと使用し、米粉とベーキングパウダーで手軽に作れる蒸し菓子です。専用の蒸し器を使わず、フライパンで手軽に作れるのが特徴です。,サツマイモ：1本(150〜200g) / 砂糖(上白糖や黒糖などお好みのもの)：大さじ3 / 米粉：40g / ベーキングパウダー：小さじ1/2 / 水：大さじ2,"サツマイモは皮つきのまま、1cm角に切る。たっぷりの水に5分ほど浸して、アク抜きする。
ボウルに水気を切ったサツマイモを入れる。手ですくって軽く水気を切って、新たなボウルに入れるとよい。砂糖を加えて5分おく。米粉、ベーキングパウダーを加え、スプーンでぐるぐる混ぜたら、水を加え、さらにしっかり混ぜる。厚手のアルミカップに1/8量ずつ分入れ、耐熱の平皿に並める。
深さのあるフライパンにタオルを4つ折りにしておく。水を深さ1cmほど注ぐ。タオルの上に、2.の平皿をおき、蓋をして強火にかける。蒸気が出たら、弱めの中火にして15分蒸す。竹串でさして、サツマイモが柔らかくなっていたらできあがり。",サツマイモは皮ごと使うため、あらかじめタワシでしっかりこすり洗いしてください。サツマイモを砂糖に5分ほど漬けておくことで、水分がなじみやすくなります。,使用する砂糖の種類によって、仕上がりの風味や色合いが変わります。フライパンに敷くタオルは、平皿を安定させ、加熱を均一にする役割があります。
玉ねぎ麹で作る自家製トマトケチャップとぷりぷり茹で鶏,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/5e3729a2af511f04994031ea6652df47.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/309d03ab0ae1a507f63ee81391814ab9-e1659956655611.jpg,https://www.osakafoodstyle.com/recipe/onionkoji_tomatosauce_-chicken/,塩麹の進化系調味料である「玉ねぎ麹」は、塩よりもまろやかな塩味で、玉ねぎ由来の旨味と甘味がたっぷり詰まっているのが特徴です。肉を柔らかくする効果や、短時間の煮込みでも深いコクを出す効果があります。,【自家製トマトケチャップ（作りやすい分量）】 / トマトピューレ 1瓶(200g) / 玉ねぎ麹 大さじ4 / 酢・砂糖 各大さじ1 / ローリエ 1枚 / クローブ 2粒 / 【ぷりぷり茹で鶏（2〜3人分）】 / 鶏むね肉 1枚(250g) / 玉ねぎ麹(塩麹でも◎) 大さじ1,"【自家製トマトケチャップ】鍋にすべての材料を入れて、強火にかける。
フツフツ小さい泡が出てきたら、弱火にして20分煮込む。
【ぷりぷり茹で鶏】鶏むね肉は皮をはいで、半分に切る。
ポリ袋に玉ねぎ麹と鶏肉を入れ、よくもむ。冷蔵庫に入れ、15分〜2日置く。
鍋で水500ccを沸かす。下味をつけた鶏むね肉を入れ、蓋をして火を消す。
そのまま15分置き、余熱で火を通す。",ケチャップは、できたてよりも翌日の方が味が馴染んでまろやかになります。茹で鶏は、グラグラ煮てしまうと水分や油分が流れ出てパサパサに仕上がるため、必ず火を止めて余熱でしっとり仕上げるのがポイントです。,ケチャップは冷蔵庫で2週間保存可能で、ピザソースやパスタソースにも活用できます。茹で鶏は麹のタンパク質分解酵素（プロテアーゼ）の効果により、鶏むね肉がしっとりぷりぷりとしたサラダチキン風の味わいになります。
玉ねぎ麹,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/309d03ab0ae1a507f63ee81391814ab9-1.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/IMG_5418-e1659957847832.jpg,https://www.osakafoodstyle.com/recipe/onionkoji/,塩麹の進化系調味料。コンソメがいらなくなると話題になり、麹屋さんが販売するほど需要が高まっている調味料です。,玉ねぎ 大1個(300g) / 米麹(冷凍品。乾燥麹×) 100g / 粗塩 40g,"玉ねぎをみじん切りにし、全ての材料を清潔な瓶に入れて、軽く蓋を置く。1日1〜2回、清潔なスプーンなどでぐるぐる混ぜる。
または発酵器で55度20時間加温して作る。玉ねぎはスライサーでスライスしたものでよい。
できあがったら、ミキサーで攪拌する。",ヨーグルトーメーカーを使い、55度20時間で加温するのがポイントです。米麹は乾燥麹ではなく冷凍品を使用してください。,コンソメの代用として幅広く活用でき、保存性も高い万能調味料です。
イワシの生姜煮,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/08/508e62a1774a8110d93ebb4784d4271f.jpg,https://www.osakafoodstyle.com/recipe/gingersardines/,大阪では夏から秋の風物詩とされるイワシを使用した、定番の家庭料理です。お頭つきで煮込むことで、魚の旨味を最大限に引き出します。,イワシ 8〜12尾 / 土しょうが 50g(1/2袋分) / 酢 50cc / 酒 50cc / 薄口しょうゆ 大さじ1 / 砂糖 大さじ1,"イワシの下処理：キッチンバサミの片刃を肛門に刺し、頭にむかってお腹を開いていく。イワシのエラ蓋を開き、エラとカマと内臓をとりのぞく。
イワシを洗う：ボウルにたっぷりの水をはる。左手でイワシを持ち、水に浸す。右手の指4本をイワシのお腹の内部入れて、血を洗い流す。イワシの水気をきり、鍋に入れる。
イワシを煮つける：鍋にスライサーをおき、生姜をスライスする。煮汁（酢・酒・薄口しょうゆ・砂糖）を入れ、アルミホイルで作った落し蓋をのせて強火にかける。煮立ったら弱火に落として15分煮る。",お頭つきで煮込むと旨味が倍増します。下処理の際、お腹の中の血を丁寧に洗い流すことで、臭みのない仕上がりになります。,夏になると美味しく、手頃な価格になるイワシを活用したレシピです。お頭つきの下処理をマスターすることで、魚料理のレパートリーが広がります。
ブナシメジの甘酒煮,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/11/cd8ed9181ab64e510af6198ce98a5854.jpg,https://www.osakafoodstyle.com/recipe/sweetenedbunashimeji/,天然の甘味料である甘酒を砂糖代わりに使用した、体にやさしい煮物です。ご飯のお供、お弁当のおかず、お酒の肴として、万人ウケするおばんざいです。,"ブナシメジ 1パック(100g) / 甘酒 50cc / 薄口しょうゆ 小さじ1弱 (小さじ1より""気持ち""少なめ)","ブナシメジは石づきをとり、食べやすくほぐす。
小鍋に1.と甘酒、薄口しょうゆを入れ、弱めの中火で時々混ぜながら5分煮る。
水分がほぼほぼなくなり、ブナシメジがしんなりしたらできあがり。",味の決め手となる薄口しょうゆは、小さじ1よりも「気持ち」少なめにすることがポイントです。甘酒の自然な甘みを活かして仕上げます。,余った甘酒の活用レシピとしてもおすすめです。冷蔵庫にある食材で手軽に作れる一品です。
アクアパッツア,https://www.osakafoodstyle.com/wp/wp-content/uploads/2022/12/ead076306bcaab3ac439405dbc82e47a.jpg,https://www.osakafoodstyle.com/recipe/naniwaaquapazza/,イタリア語で「暴れる水」という意味を持つアクアパッツア。フライパンで10分煮込むだけで、魚を丸ごと使って食卓を華やかに彩ることができる、手軽ながらも見栄えのする料理です。,お好みの白身魚（下処理済みのもの） 1尾 / ローリエ 1枚 / 昆布 2g / オリーブ油 大さじ1 / 玉ねぎ 1/2個(100g) / ミニトマト 10個 / お好みの季節野菜（タケノコなど） 100g / 日本酒 大さじ2 / 薄口しょうゆ 大さじ1 / あればオリーブの実 8個,"玉ねぎは繊維にそって、1cm幅に切る。オリーブの実は半分に切る。ミニトマトはヘタをとる。お好みの季節野菜は食べやすい大きさに切る。
フライパンにオリーブ油を熱し、魚、1.で切った野菜全てを入れて2分ほど焼く。昆布とローリエを入れ、a（日本酒・薄口しょうゆ）を回し入れて、蓋をする。
弱めの中火で10分蒸して、できあがり。",ウロコの処理が面倒な場合は、スーパーや魚屋さんでお好みの白身魚を選び「下処理してください」と伝えると便利です。,季節に合わせて野菜を変えて楽しめます（春：タケノコとワカメ、冬：ブロッコリーやカブなど）。4人分で作る場合は、大きめの魚を使い、調味料を倍量にしてください。
なすの鶏みそ炒め,nan,https://www.osakafoodstyle.com/recipe/%e3%81%aa%e3%81%99%e3%81%ae%e9%b6%8f%e3%81%bf%e3%81%9d%e7%82%92%e3%82%81/,茄子は体を冷やす性質がありますが、肉類などのたんぱく質や、みそなどの発酵調味料を合わせることで、冷やす効果を和らげ、健康的でバランスの良い料理に仕上げています。,茄子 2本(300g) / 鶏ひき肉 80g / a(味噌・砂糖・酒 各大さじ1) / a(濃口しょうゆ・みりん 各大さじ1/2) / 油 適宜,"茄子を一口大の乱切りにする。
フライパンに油を熱し、鶏ひき肉を炒め、色が変わったら茄子を加えて炒める。茄子に油が回ったら、aを加え、蓋をして弱めの中火で3分蒸す。フタを開け、水分がなくなるまで炒め合わせる。",しょうがや柚胡椒を加えれば、辛さが加わり更にご飯が進むおかずになります。特に生姜を加えると、体を温める効果が加わります。,体が冷えていると基礎代謝が下がり、肌のダメージ修復も遅れやすくなります。体を冷やす野菜も、組み合わせ次第で代謝を妨げない健康的な一皿になります。
若ごぼうの炒め煮,https://www.osakafoodstyle.com/wp/wp-content/uploads/2023/02/f370da6edda76bfae7c9cc192fe46be0-e1694526812349.jpg,https://www.osakafoodstyle.com/recipe/simmeredyoungburdock/,大阪・八尾市の特産野菜で「茎を食べるごぼう」として、2月〜4月頭までの2ヶ月限定で出荷される「若ごぼう」を使用した料理です。春に野菜の苦味を取り入れることで、冬に体に溜め込んだ老廃物の排出をサポートします。,"若ごぼう(根・茎・葉) 1束分(400g) / 油揚げ 1枚 / 油 大さじ1/2 / a(昆布だし 100cc, 薄口しょうゆ・みりん 各大さじ2)","若ごぼうの下処理：若ごぼうはしっかり洗い、ひげ根を包丁でこそげる。根・茎・葉に切り分ける。根は斜め薄切り、茎は5cm長さに切る。葉っぱは熱湯で30秒ゆで、たっぷりの水に浸す。粗熱がとれたら、しっかりしぼって細かく刻む。
炒める：フライパンに油を熱し、根を炒める。さらに茎、葉を加えて炒め合わせる。1cm幅に切った油揚げ、aを加え、弱めの中火で時々混ぜながら5分煮る。",若ごぼうの葉は苦くて捨ててしまう方もいるようですが、さっとゆでて刻んで、茎と根とともに炒めて煮ると味のいいアクセントになります。ほろ苦さが特徴の、年に一度は味わいたい旬の定番料理です。,大阪・八尾特産の若ごぼう（根・茎・葉）を丸ごと使ったレシピです。
